"","DAP","Comment","Outcome","UNKDAP2_N_masked","CDM_table","variable","coding_system","code.DAP_UNIQUE_CODELIST","code.CDM_CODELIST","length_str"
"5733",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4270741000033115",16
"5734",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"11788941000033110",17
"5735",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"11789041000033118",17
"5736",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13178741000033115",17
"5737",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13178841000033113",17
"5738",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13844541000033111",17
"5739",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13844641000033112",17
"5740",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13859141000033118",17
"5741",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"589041000033118",15
"5742",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1401741000033111",16
"5743",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"124841000033111",15
"5744",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"125341000033118",15
"5745",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"125441000033112",15
"5746",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"125541000033113",15
"5747",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"125641000033114",15
"5748",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"125741000033117",15
"5749",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"127041000033114",15
"5750",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"127141000033113",15
"5751",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"127241000033118",15
"5752",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"127541000033116",15
"5753",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"131341000033118",15
"5754",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"131541000033113",15
"5755",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"131841000033110",15
"5756",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"132741000033111",15
"5757",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"133341000033119",15
"5758",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"133441000033113",15
"5759",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"134241000033114",15
"5760",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"134441000033110",15
"5761",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"134541000033111",15
"5762",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"134641000033112",15
"5763",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"134741000033115",15
"5764",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"134841000033113",15
"5765",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"134941000033117",15
"5766",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"135041000033117",15
"5767",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"135241000033113",15
"5768",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"136241000033118",15
"5769",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"138341000033112",15
"5770",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"138441000033118",15
"5771",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"138541000033117",15
"5772",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"143041000033117",15
"5773",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"144641000033113",15
"5774",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"144841000033114",15
"5775",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"145441000033110",15
"5776",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"440141000033113",15
"5777",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"451441000033112",15
"5778",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"454441000033110",15
"5779",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"454541000033111",15
"5780",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"459241000033110",15
"5781",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"616541000033113",15
"5782",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"842841000033112",15
"5783",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1846141000033117",16
"5784",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"2017641000033118",16
"5785",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"2104641000033116",16
"5786",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"2737441000033110",16
"5787",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"2925341000033117",16
"5788",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"2925441000033111",16
"5789",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3013841000033115",16
"5790",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3224541000033115",16
"5791",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3224641000033119",16
"5792",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3224741000033111",16
"5793",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3224841000033118",16
"5794",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3229641000033118",16
"5795",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3229741000033110",16
"5796",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3231941000033110",16
"5797",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3232041000033116",16
"5798",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3257741000033116",16
"5799",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4453141000033112",16
"5800",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4805341000033110",16
"5801",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4805441000033116",16
"5802",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5128841000033117",16
"5803",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5131941000033118",16
"5804",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5404341000033111",16
"5805",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5909241000033119",16
"5806",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"8494741000033115",16
"5807",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"8494841000033113",16
"5808",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"8494941000033117",16
"5809",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"9200741000033114",16
"5810",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"10495941000033117",17
"5811",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"10645541000033116",17
"5812",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"11500441000033119",17
"5813",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"11501141000033115",17
"5814",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"11661941000033110",17
"5815",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"12583941000033119",17
"5816",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13717941000033115",17
"5817",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13752841000033119",17
"5818",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13957841000033112",17
"5819",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"18741000033110",14
"5820",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"93241000033110",14
"5821",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"94141000033117",14
"5822",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"802441000033115",15
"5823",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"802541000033119",15
"5824",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"821641000033119",15
"5825",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"823241000033116",15
"5826",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"948541000033116",15
"5827",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1453241000033112",16
"5828",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1456241000033118",16
"5829",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1458741000033113",16
"5830",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1459041000033119",16
"5831",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1463341000033113",16
"5832",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1463541000033118",16
"5833",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1464241000033118",16
"5834",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1465341000033112",16
"5835",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1465441000033118",16
"5836",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3230541000033110",16
"5837",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3231241000033118",16
"5838",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3867241000033111",16
"5839",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3867341000033118",16
"5840",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3867441000033112",16
"5841",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3867541000033113",16
"5842",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4954241000033118",16
"5843",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4954841000033119",16
"5844",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5329741000033114",16
"5845",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5329841000033116",16
"5846",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"9216541000033117",16
"5847",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"12583741000033117",17
"5848",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3227441000033112",16
"5849",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3227641000033114",16
"5850",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4823241000033113",16
"5851",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4823341000033115",16
"5852",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1022141000033115",16
"5853",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1024041000033114",16
"5854",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1024141000033113",16
"5855",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"957141000033112",15
"5856",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"957241000033117",15
"5857",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"961241000033118",15
"5858",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1151241000033110",16
"5859",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1436841000033115",16
"5860",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1443341000033116",16
"5861",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3835141000033118",16
"5862",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3835241000033113",16
"5863",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"200741000033119",15
"5864",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"450941000033113",15
"5865",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"456341000033111",15
"5866",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"525841000033117",15
"5867",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"528441000033111",15
"5868",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"530141000033116",15
"5869",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"530241000033111",15
"5870",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"530341000033118",15
"5871",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"532241000033110",15
"5872",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"532341000033117",15
"5873",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"615341000033114",15
"5874",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"615441000033115",15
"5875",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"624141000033116",15
"5876",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"624641000033114",15
"5877",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"626941000033112",15
"5878",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"663141000033113",15
"5879",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1142341000033111",16
"5880",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1142541000033116",16
"5881",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1142941000033110",16
"5882",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1390741000033110",16
"5883",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1395541000033110",16
"5884",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1397741000033114",16
"5885",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1398641000033116",16
"5886",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"2710741000033114",16
"5887",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3246641000033113",16
"5888",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3851141000033115",16
"5889",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3978241000033112",16
"5890",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4123241000033119",16
"5891",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4123741000033113",16
"5892",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4309241000033117",16
"5893",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4561541000033115",16
"5894",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4561641000033119",16
"5895",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4806441000033113",16
"5896",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5008441000033115",16
"5897",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5008541000033119",16
"5898",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5565441000033114",16
"5899",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5837041000033119",16
"5900",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"10267941000033110",17
"5901",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"10268041000033113",17
"5902",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"12910041000033116",17
"5903",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13132541000033110",17
"5904",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13132641000033111",17
"5905",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"116241000033112",15
"5906",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"116341000033119",15
"5907",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"116441000033113",15
"5908",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"116541000033114",15
"5909",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"599641000033111",15
"5910",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1022341000033117",16
"5911",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1022441000033111",16
"5912",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3089641000033116",16
"5913",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3089741000033113",16
"5914",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3089841000033115",16
"5915",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3347041000033114",16
"5916",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3347141000033113",16
"5917",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"4063541000033116",16
"5918",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"992241000033110",15
"5919",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"993541000033118",15
"5920",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"993641000033117",15
"5921",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"993941000033112",15
"5922",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1346041000033119",16
"5923",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1346141000033115",16
"5924",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1346241000033110",16
"5925",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1429541000033111",16
"5926",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1429641000033112",16
"5927",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1429741000033115",16
"5928",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1431441000033113",16
"5929",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1432941000033110",16
"5930",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1433041000033117",16
"5931",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1433141000033118",16
"5932",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1433541000033110",16
"5933",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1434741000033116",16
"5934",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1436041000033110",16
"5935",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1436141000033114",16
"5936",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1489341000033112",16
"5937",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1490441000033110",16
"5938",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1490641000033112",16
"5939",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1830241000033110",16
"5940",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"9203041000033115",16
"5941",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"12468241000033113",17
"5942",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"49741000033110",14
"5943",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"51841000033118",14
"5944",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"54341000033112",14
"5945",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"57441000033114",14
"5946",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"59941000033110",14
"5947",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"61441000033113",14
"5948",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1076441000033111",16
"5949",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1080341000033111",16
"5950",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1080441000033117",16
"5951",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"2105141000033110",16
"5952",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1567141000033111",16
"5953",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1713441000033111",16
"5954",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"923641000033111",15
"5955",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"932241000033115",15
"5956",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1296441000033114",16
"5957",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"1325141000033113",16
"5958",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"2272441000033116",16
"5959",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"2272541000033115",16
"5960",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3037841000033117",16
"5961",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3037941000033113",16
"5962",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3834941000033117",16
"5963",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"3835041000033117",16
"5964",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"6439941000033116",16
"5965",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"6440041000033111",16
"5966",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"6440141000033110",16
"5967",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"6440241000033115",16
"5968",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5917241000033112",16
"5969",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"5917641000033110",16
"5970",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"12666141000033117",17
"5971",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"12023841000033116",17
"5972",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"12405441000033119",17
"5973",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"10955441000033115",17
"5974",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"10955541000033119",17
"5975",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13146941000033119",17
"5976",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13147041000033118",17
"5977",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13147141000033119",17
"5978",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13147241000033114",17
"5979",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"12505141000033118",17
"5980",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"12505241000033113",17
"5981",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13302441000033112",17
"5982",NA,"CODELIST","DP_BD",NA,NA,NA,"PRODCODEID",NA,"13302541000033113",17
"5983",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"1406541000033112",16
"5984",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"3105941000033115",16
"5985",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"3106041000033113",16
"5986",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"162041000033118",15
"5987",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"260341000033119",15
"5988",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"470941000033111",15
"5989",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"556741000033116",15
"5990",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"556841000033114",15
"5991",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"574741000033110",15
"5992",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"850041000033115",15
"5993",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"852341000033117",15
"5994",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"868441000033118",15
"5995",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"905141000033112",15
"5996",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"917941000033116",15
"5997",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"921441000033113",15
"5998",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"987341000033118",15
"5999",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"1021541000033119",16
"6000",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"1021641000033118",16
"6001",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"1021741000033110",16
"6002",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"1267141000033118",16
"6003",NA,"CODELIST","DP_CANCERHORMONE",NA,NA,NA,"PRODCODEID",NA,"1890341000033111",16
